CRS,REGIAO_SAU,MUNICIPIOS,TOTAL_DOSES_LIBERADAS,TRAB_SAUDE_70,TRAB_SAUDE_70_VAC,INDIGENAS,INDIGENAS_VAC,MAIOR_60,MAIOR_60_VAC,META_1a_FASE,TOTAL_VAC,TOTAL_VAC_ESUS
11° CRS,CARAJAS,BREJO GRANDE DO ARAGUAIA,76,71,80,0,0,0,0,71,80,77
11° CRS,LAGO TUCURUI,BREU BRANCO,328,284,277,0,0,5,5,289,282,230
8° CRS,MARAJO II,BREVES,859,792,759,0,0,0,0,792,759,693
2° CRS,METROPOLITANA II,BUJARU,143,133,190,0,0,0,0,133,190,129
7° CRS,MARAJO I,CACHOEIRA DO ARARI,133,97,136,0,0,0,0,97,136,117
4° CRS,RIO CAETES,CACHOEIRA DO PIRIA,172,190,120,0,0,0,0,190,120,108
13° CRS,TOCANTINS,CAMETA,1107,1055,996,0,0,0,0,1055,996,577
11° CRS,CARAJAS,CANAA DOS CARAJAS,644,571,604,35,0,0,0,606,604,457
4° CRS,RIO CAETES,CAPANEMA,1466,1427,1074,0,0,19,19,1446,1093,834
5° CRS,METROPOLITANA III,CAPITAO POCO,572,516,525,0,0,0,0,516,525,628
3° CRS,METROPOLITANA III,CASTANHAL,2481,2464,328,0,0,38,0,2502,328,1573
7° CRS,MARAJO I,CHAVES,158,142,194,0,0,0,0,142,194,105
2° CRS,METROPOLITANA II,COLARES,115,111,158,0,0,0,0,111,158,86
12° CRS,ARAGUAIA,CONCEICAO DO ARAGUAIA,895,854,715,0,0,10,0,864,715,684
2° CRS,METROPOLITANA II,CONCORDIA DO PARA,220,211,304,0,0,0,0,211,304,197
12° CRS,ARAGUAIA,CUMARU DO NORTE,115,124,38,780,0,0,0,904,38,39
11° CRS,CARAJAS,CURIONOPOLIS,166,159,77,0,0,0,5,159,82,46
8° CRS,MARAJO II,CURRALINHO,151,167,186,0,0,0,0,167,186,142
9° CRS,BAIXO AMAZONAS,CURUA,94,85,90,0,0,0,0,85,90,134
3° CRS,METROPOLITANA III,CURUCA,329,309,335,0,0,0,0,309,335,292
5° CRS,CARAJAS,DOM ELISEU,455,514,232,0,0,0,0,514,232,234
11° CRS,CARAJAS,ELDORADO DOS CARAJAS,193,187,193,0,0,0,0,187,193,160
9° CRS,BAIXO AMAZONAS,FARO,153,152,155,0,0,0,0,152,155,176
12° CRS,ARAGUAIA,FLORESTA DO ARAGUAIA,234,230,102,0,0,0,0,230,102,106
5° CRS,METROPOLITANA III,GARRAFAO DO NORTE,387,506,232,0,0,0,0,506,232,224
11° CRS,LAGO TUCURUI,GOIANESIA DO PARA,321,280,212,42,37,0,0,322,249,139
8° CRS,MARAJO II,GURUPA,277,336,303,0,0,0,0,336,303,259
3° CRS,METROPOLITANA III,IGARAPE-ACU,347,334,199,0,0,0,0,334,199,260
6° CRS,TOCANTINS,IGARAPE-MIRI,476,466,417,0,0,0,0,466,417,380
3° CRS,METROPOLITANA III,INHANGAPI,100,89,91,0,0,0,0,89,91,88
5° CRS,METROPOLITANA III,IPIXUNA DO PARA,450,387,340,0,0,0,0,387,340,327
5° CRS,METROPOLITANA III,IRITUIA,236,272,226,0,0,0,0,272,226,162
9° CRS,TAPAJOS,ITAITUBA,1671,1222,946,411,209,29,26,1662,1181,887
11° CRS,CARAJAS,ITUPIRANGA,718,311,273,370,0,13,12,694,285,222
9° CRS,TAPAJOS,JACAREACANGA,4888,187,79,4694,347,0,0,4881,426,91
11° CRS,LAGO TUCURUI,JACUNDA,370,288,300,38,0,0,0,326,300,297
9° CRS,BAIXO AMAZONAS,JURUTI,545,536,465,0,0,0,0,536,465,130
13° CRS,TOCANTINS,LIMOEIRO DO AJURU,232,204,222,0,0,0,0,204,222,129
5° CRS,METROPOLITANA III,MAE DO RIO,314,257,272,0,0,0,0,257,272,207
3° CRS,METROPOLITANA III,MAGALHAES BARATA,70,69,51,0,0,0,0,69,51,64
11° CRS,CARAJAS,MARABA,3088,2773,2303,0,0,25,43,2798,2346,179
3° CRS,METROPOLITANA III,MARACANA,224,218,350,0,0,0,0,218,350,122
3° CRS,METROPOLITANA III,MARAPANIM,383,368,64,0,0,0,0,368,64,321
1° CRS,METROPOLITANA I,MARITUBA,1161,1290,683,0,0,43,41,1333,724,698
10° CRS,XINGU,MEDICILANDIA,189,171,202,0,0,7,7,178,209,188
8° CRS,MARAJO II,MELGACO,256,246,183,0,0,0,0,246,183,166
13° CRS,TOCANTINS,MOCAJUBA,238,214,166,0,0,0,0,214,166,101
6° CRS,TOCANTINS,MOJU,420,307,265,87,66,0,0,394,331,188
9° CRS,BAIXO AMAZONAS,MOJUI DOS CAMPOS,118,126,115,0,0,0,0,126,115,7
9° CRS,BAIXO AMAZONAS,MONTE ALEGRE,389,382,365,0,0,0,0,382,365,741
7° CRS,MARAJO I,MUANA,192,182,194,0,0,0,0,182,194,180
5° CRS,METROPOLITANA III,NOVA ESPERANCA DO PIRIA,138,138,138,0,0,0,0,138,138,114
11° CRS,CARAJAS,NOVA IPIXUNA,127,122,119,0,0,0,0,122,119,97
4° CRS,RIO CAETES,NOVA TIMBOTEUA,146,130,154,0,0,0,0,130,154,54
9° CRS,TAPAJOS,NOVO PROGRESSO,919,209,215,691,0,0,0,900,215,204
11° CRS,LAGO TUCURUI,NOVO REPARTIMENTO,1213,608,466,590,0,0,0,1198,466,351
9° CRS,BAIXO AMAZONAS,OBIDOS,574,421,392,181,177,0,0,602,569,455
13° CRS,TOCANTINS,OEIRAS DO PARA,246,243,248,0,0,0,0,243,248,139
9° CRS,BAIXO AMAZONAS,ORIXIMINA,2087,578,863,1450,1344,0,0,2028,2207,1775
4° CRS,RIO CAETES,OUREM,126,113,116,0,0,0,0,113,116,69
12° CRS,ARAGUAIA,Ourilandia do Norte,593,562,597,880,0,4,4,1446,601,184
10° CRS,XINGU,PACAJA,286,242,174,0,0,0,0,242,174,140
11° CRS,CARAJAS,PALESTINA DO PARA,78,73,82,0,0,0,0,73,82,65
5° CRS,METROPOLITANA III,PARAGOMINAS,2216,1391,160,777,470,18,18,2186,648,1059
11° CRS,CARAJAS,PARAUAPEBAS,3329,2139,2014,1057,1,17,17,3213,2032,1145
12° CRS,ARAGUAIA,PAU D'ARCO,104,99,45,180,0,0,0,279,45,60
4° CRS,RIO CAETES,PEIXE-BOI,68,69,69,0,0,0,0,69,69,42
11° CRS,CARAJAS,PICARRA,105,106,100,0,0,0,0,106,100,71
9° CRS,BAIXO AMAZONAS,PLACAS,209,195,182,0,0,0,0,195,182,123
7° CRS,MARAJO I,PONTA DE PEDRAS,174,164,192,0,0,0,0,164,192,155
8° CRS,MARAJO II,PORTEL,297,298,300,0,0,0,0,298,300,241
10° CRS,XINGU,PORTO DE MOZ,264,222,216,13,0,0,0,235,216,167
9° CRS,BAIXO AMAZONAS,PRAINHA,207,215,342,0,0,0,0,215,342,349
4° CRS,RIO CAETES,PRIMAVERA,138,104,140,0,0,0,0,104,140,125
4° CRS,RIO CAETES,QUATIPURU,90,99,96,0,0,0,0,99,96,82
12° CRS,ARAGUAIA,REDENCAO,1299,1228,1215,50,0,13,38,1291,1253,881
12° CRS,ARAGUAIA,RIO MARIA,226,218,128,0,0,0,0,218,128,123
11° CRS,CARAJAS,RONDON DO PARA,371,355,364,0,0,0,0,355,364,290
9° CRS,TAPAJOS,RUROPOLIS,326,321,334,0,0,0,0,321,334,382
4° CRS,RIO CAETES,SALINOPOLIS,323,321,323,0,0,0,0,321,323,300
7° CRS,MARAJO I,SALVATERRA,117,116,129,0,0,0,0,116,129,98
1° CRS,METROPOLITANA I,SANTA BARBARA DO PARA,195,191,193,0,0,0,0,191,193,145
7° CRS,MARAJO I,SANTA CRUZ DO ARARI,84,110,94,0,0,0,0,110,94,61
2° CRS,METROPOLITANA II,SANTA ISABEL DO PARA,679,660,475,0,0,0,45,660,520,470
4° CRS,RIO CAETES,SANTA LUZIA DO PARA,660,182,164,502,467,0,0,684,631,287
12° CRS,ARAGUAIA,SANTA MARIA DAS BARREIRAS,240,225,87,0,0,0,0,225,87,106
5° CRS,METROPOLITANA III,SANTA MARIA DO PARA,564,272,160,286,151,0,0,558,311,169
12° CRS,ARAGUAIA,SANTANA DO ARAGUAIA,326,335,339,30,30,13,13,378,382,90
9° CRS,BAIXO AMAZONAS,SANTAREM,9103,4562,2973,3838,0,30,30,8430,3003,2116
4° CRS,RIO CAETES,SANTAREM NOVO,66,64,65,0,0,0,0,64,65,49
2° CRS,METROPOLITANA II,SANTO ANTONIO DO TAUA,217,209,193,0,0,0,0,209,193,104
2° CRS,METROPOLITANA II,SAO CAETANO DE ODIVELAS,118,127,126,0,0,0,0,127,126,91
11° CRS,CARAJAS,SAO DOMINGOS DO ARAGUAIA,229,193,211,26,0,0,0,219,211,180
3° CRS,METROPOLITANA III,SAO DOMINGOS DO CAPIM,237,213,201,0,0,0,0,213,201,226
12° CRS,ARAGUAIA,SAO FELIX DO XINGU,627,603,443,842,0,19,0,1464,443,124
3° CRS,METROPOLITANA III,SAO FRANCISCO DO PARA,184,179,103,0,0,0,0,179,103,187
11° CRS,CARAJAS,SAO GERALDO DO ARAGUAIA,491,216,103,240,158,0,0,456,261,86
3° CRS,METROPOLITANA III,SAO JOAO DA PONTA,56,51,42,0,0,0,0,51,42,36
4° CRS,RIO CAETES,SAO JOAO DE PIRABAS,168,160,168,0,0,0,0,160,168,143
11° CRS,CARAJAS,SAO JOAO DO ARAGUAIA,164,161,102,0,0,0,0,161,102,49
5° CRS,METROPOLITANA III,SAO MIGUEL DO GUAMA,436,457,441,0,0,0,0,457,441,417
7° CRS,MARAJO I,SAO SEBASTIAO DA BOA VISTA,196,216,180,0,0,0,0,216,180,135
12° CRS,ARAGUAIA,SAPUCAIA,82,82,27,0,0,15,0,97,27,48
10° CRS,XINGU,SENADOR JOSE PORFIRIO,670,115,123,544,0,0,0,659,123,77
7° CRS,MARAJO I,SOURE,145,194,109,0,0,0,0,194,109,126
6° CRS,LAGO TUCURUI,TAILANDIA,600,619,520,0,0,0,0,619,520,295
3° CRS,METROPOLITANA III,TERRA ALTA,89,85,46,0,0,0,0,85,46,73
9° CRS,BAIXO AMAZONAS,TERRA SANTA,193,172,215,0,0,0,0,172,215,225
2° CRS,METROPOLITANA II,TOME-ACU,914,559,528,357,190,4,4,920,722,361
4° CRS,RIO CAETES,TRACUATEUA,292,342,245,0,0,0,0,342,245,210
9° CRS,TAPAJOS,TRAIRAO,223,137,129,84,49,0,0,221,178,110
12° CRS,ARAGUAIA,TUCUMA,615,584,174,0,0,0,0,584,174,107
11° CRS,LAGO TUCURUI,TUCURUI,1843,1451,1379,267,140,13,13,1731,1532,990
5° CRS,METROPOLITANA III,ULIANOPOLIS,502,498,355,0,0,0,0,498,355,318
10° CRS,XINGU,URUARA,354,351,196,0,0,0,0,351,196,195
2° CRS,METROPOLITANA II,VIGIA,416,427,226,0,0,0,0,427,226,125
4° CRS,RIO CAETES,VISEU,451,454,380,0,0,0,0,454,380,266
10° CRS,XINGU,VITORIA DO XINGU,539,243,222,283,0,0,0,526,222,228
12° CRS,ARAGUAIA,XINGUARA,640,621,409,0,0,8,12,629,421,391
